Comentario,Aspecto,Polaridad
tiene una funcionalidad correcta a excepcion de la herencia al gerente y al empleado,funcionalidad,2
la caratula del trabajo consta con todo y cada uno de los parametros solicitados el enunciado describe los requerimientos sin ningun error ortografico,caratula,2
la estructura contiene todos los elementos solicitados la sintaxis no esta del todo correcta los verbos si estan en infinitivo se combina de forma correcta el verbo y el objeto la comunicacion entre actores y casos de uso asi como entre casos de uso con otros casos de uso es correcta aplicando de forma correcta las flechas de los include y los extends segun el enunciado no deberia haber herencia entre todos los actores no existen islas y no se toma al sistema como un actor lo cual es correcto los casos de uso de uso tienen sus codigos la estructura esta ordenada por prioridad de forma correcta las lineas de conexion representan una asociacion adecuada entre el actor y los casos de uso asi como entre casos de uso,estructura,1
la solucion contiene la aplicacion de include y extend de forma correcta la herencia entre actores no se ha realizado de la forma correcta segun el analisis de los requerimientos no podria haber herencia entre los actores la solucion cuenta con un aplicacion logica y secuencial en la mayoria de las asociaciones entre actores y casos de usos por ejemplo el actor cliente activa directamente el caso de uso cancelar reservaautomovil solo logueandose sin necesidad de pasar primero por consultar la lista de reservas el error mas grave es la redundancia entre los casos de uso listar reservaautomovil y consultar reservaautomovil,solucion,1
la solucion cumple con hacer funcionales la mayoria de los requerimientos representados en los varios casos de uso de manera correcta exceptuando los errores en la herencia la redundancia entre los varios casos de uso y la mala conexion logica entre el caso de uso cancelar reservaautomovil y el actor cliente,solucion,1
la caratula no tiene errores ortograficos,caratula,2
le falta codigo en los casos de uso la comunicacion entre algunos casos de uso es incorrecta no esta ordenado,codigo,0
la mayoria de los procesos no tiene secuencia logica utilizan objetos diferentes la aplicacion del extend es incorrecta,mayoria,0
no cumple con todos lo requerimientos y la mayoria de los procesos tiene funcionalidad incorrecta,requerimientos,0
no fueron encontrados errores ortografico y la caratula cumplia con todos los requerimientos,errores,2
el diagrama se encuentra correctamente realizado la aplicacion de include y extend es correcta,diagrama,2
me parece inadecuada la herencia entre el gerente y el usuario no identificado ya que el enunciado no lo requiere,herencia,0
no es adecuada la creacion de dos usuario ya que la autenticacion puede realizarse con un simple caso de uso no existe la autenticacion de el codigo de registro por parte del empleado y es un requerimiento,creacion,0
la caratula no tiene errores ortograficos,caratula,2
a la estructura le falta llevar un mejor orden y tiene un actor de mas,estructura,0
los include y extends estan mal direccionados,include,0
algunos cu no estan bien direccionados usan mal los cu vasados a los requerimientos dados,requerimientos,0
no tiene ningun error ortografico y tiene todo lo que pide la documentacion,error,2
en la estructura los codigos estan en desorden mal aplicacion de la flecha de herencia,estructura,0
mal aplicado el sentido de las flechas en las herencias,sentido,0
demuestra todos los requerimientos y demuestra funcionalidad,requerimientos,2
la caratula se encuentra bien estructurado,caratula,2
la herencia entre el usuario no autenticado el empleado y el cliente no esta especificado en el enunciado porque el empleado y el gerente no necesitan loguearse,herencia,0
se encuentre bien estructurado en cada caso de uso lo unico que no esta bien especificado es la herencia del gerente con el empleado,caso,2
el funcionamiento de cada caso de uso se encuentra bien  pero lo unico que esta inconcluso es la herencia entre el usuario no autenticado con el gerente,funcionamiento,1
la caratula esta completa y el enunciado sin errores,caratula,2
la estructura contiene los elementos principales se puede apreciar claramente lo que quiere transmitir y la sintaxis es correcta pero no tiene codigo de caso de uso,estructura,1
se realiza un bucle que no tiene mucho sentido introducir alquiler y tambien se observa una indebida aplicacion del extend dentro del mismo bucle en la cual se pudo optar por el include,bucle,0
no se encuentran todos los requerimientos del caso de estudio asi como tambien no se observa una correcta funcionalidad,requerimientos,0
tiene una buena presentacion dentro de la caratula y asi mismo se encuentra libre de errores dentro del contenido,presentacion,2
la estructura esta incompleta no contiene codigos de caso de uso mal uso de los include y extend mal uso del sentido de las flechas,estructura,0
no contiene muchos procesos aplicando correctamente el include y extend,procesos,0
en el funcionamiento no es aplicado correctamente,funcionamiento,0
la caratula cumple con todos los parametros requeridos para la presentacion del trabajo y el documento cuenta con el enunciado de los requerimientos que describe la ejecucion del trabajo no existen errores ortograficos,caratula,2
no existen codigos de casos de uso por lo que no hay orden si se aplica herencia el diagrama parece ser incompleto se observan islas,codigos,0
no se puede observar una aplicacion secuencial entre algunos casos de uso en general la solucion tiene pocos procesos y no tiene una secuencia logica,secuencial,0
algunos de los requerimientos no se representan en el diagrama y existe una funcionalidad incorrecta en algunos de los requerimientos,requerimientos,0
la caratula cuenta con todo lo requerido y el enunciado esta comprensible y sin errores ortograficos,caratula,2
el diagrama cuenta con todos los elementos pero en la sintaxis los casos de usos no tiene codigo y el diagrama no eta ordenado,diagrama,1
el diagrama cuenta con pocos procesos que no tiene una secuencia logica,diagrama,0
la funcionalidad del diagrama no muestra lo requerido por el usuario en la mayoria de sus partes,funcionalidad,0
la caratula esta completa y el enunciado esta bien detallado sin errores ortograficos,caratula,2
no contiene codigo los casos de uso falta comunicacion entre casos de usos presentando dificultad en el entendimiento del diagrama,codigo,0
no contiene una secuencia logica precisa no es muy entendible,secuencia,0
el caso de uso no tiene un correcto funcionamiento en base a los requerimientos,caso,0
el documento si cumple con todas las indicaciones previas correspondientes,documento,2
lo que corresponde al cliente hace falta consultar reserva y cancelar reserva y en cuanto al empleado hace falta registrar el contrato primero para despues introducir el codigo de la reserva de dicho contrato,cliente,0
faltan secuencias de acciones tanto para el cliente como para el empleado,secuencias,0
debido a los errores en la estructura y procedimiento hace que el caso de uso no sea tan optimo,errores,0
en los partes solicitadas a evaluar consta con todo lo requerido,partes,2
la estructura del documento se visualiza correctamente tambien cuenta con la mayoria de los elementos solicitados pero no cuenta con herencias y en ciertos casos de uso no se realizaron con la sintaxis correcta,estructura,1
no existen herencias la relacion entre los casos de uso no estan correctamente disenados no existe un orden y contiene errores de comunicacion existen casos de uso la aislados y la aplicacion de los include no es la correcta en los casos de uso como cancelar reserva y validar usuario donde ademas de no haber ninguna relacion este incluye mas casos de uso como consultar reserva no existe concordancia,herencias,0
al existir tantos errores en el procedimientos es notorio que son pocos los casos de uso con un buen funcionamiento,errores,0
si contiene todos los parametros requeridos tanto en la portada como en el enunciado,parametros,2
no tiene un orden hay casos de uso que no tienen la relacion adecuada,orden,0
no se ha utilizado correctamente herencia en el caso de estudio y hay redundancia ya que no ha utilizado bien el extends,herencia,0
